0 0
20 0.0231475
40 0.0955034
60 0.209551
80 0.341824
100 0.470632
120 0.583226
140 0.674899
160 0.746178
180 0.799997
200 0.83993
220 0.869322
240 0.890954
260 0.906999
280 0.919092
300 0.92842
320 0.935831
340 0.941909
360 0.947059
380 0.951564
400 0.955603
420 0.959302
440 0.962726
460 0.965917
480 0.968905
500 0.971704
520 0.974327
540 0.976778
560 0.979069
580 0.981201
600 0.983177
620 0.985005
640 0.986689
660 0.988236
680 0.989653
700 0.990943
720 0.992115
740 0.993175
760 0.994132
780 0.994991
800 0.995759
820 0.996442
840 0.997049
860 0.997587
880 0.998061
900 0.998477
920 0.998841
940 0.999159
960 0.999435
980 0.999674
1000 0.999879
1020 1.00005
1040 1.0002
1060 1.00033
1080 1.00044
1100 1.00053
1120 1.0006
1140 1.00066
1160 1.00072
1180 1.00076
1200 1.00079
1220 1.00082
1240 1.00084
1260 1.00086
1280 1.00087
1300 1.00088
1320 1.00089
1340 1.0009
1360 1.0009
1380 1.0009
1400 1.00091
1420 1.00091
1440 1.00091
1460 1.00091
1480 1.00091
1500 1.00091
1520 1.00091
1540 1.00091
1560 1.00091
1580 1.00091
1600 1.00091
1620 1.00091
1640 1.00091
1660 1.00091
1680 1.00092
1700 1.00092
1720 1.00092
1740 1.00092
1760 1.00092
1780 1.00092
1800 1.00092
1820 1.00092
1840 1.00092
1860 1.00092
1880 1.00092
1900 1.00092
1920 1.00092
1940 1.00092
1960 1.00092
1980 1.00092
2000 1.00092
